#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         470  -0.0238804  -0.0234766 8.18643e-06
         471   -0.023883  -0.0234775 8.21437e-06
         472  -0.0238855  -0.0234784 8.24234e-06
         473  -0.0238884  -0.0234792 8.27037e-06
         474  -0.0238912  -0.0234801 8.29847e-06
         475  -0.0238941   -0.023481 8.32664e-06
         476  -0.0238967  -0.0234818 8.35482e-06
         477  -0.0238993  -0.0234827 8.38302e-06
         478  -0.0239019  -0.0234836 8.41123e-06
         479  -0.0239048  -0.0234845 8.43952e-06
         480  -0.0239075  -0.0234853 8.46782e-06
         481  -0.0239101  -0.0234862 8.49614e-06
         482  -0.0239126  -0.0234871 8.52443e-06
         483  -0.0239155   -0.023488 8.55279e-06
         484  -0.0239184  -0.0234889 8.58122e-06
         485  -0.0239211  -0.0234898 8.60967e-06
         486  -0.0239238  -0.0234907 8.63814e-06
         487  -0.0239265  -0.0234916 8.66663e-06
         488  -0.0239292  -0.0234925 8.69514e-06
         489  -0.0239322  -0.0234934 8.72373e-06
         490  -0.0239349  -0.0234943 8.75234e-06
         491  -0.0239379  -0.0234952 8.78102e-06
         492  -0.0239406  -0.0234961 8.80972e-06
         493  -0.0239431   -0.023497  8.8384e-06
         494  -0.0239459  -0.0234979  8.8671e-06
         495  -0.0239487  -0.0234988 8.89582e-06
         496  -0.0239514  -0.0234997 8.92458e-06
         497  -0.0239542  -0.0235006 8.95335e-06
         498   -0.023957  -0.0235015 8.98216e-06
         499  -0.0239598  -0.0235025 9.01099e-06
         500  -0.0239629  -0.0235034  9.0399e-06
         501  -0.0239657  -0.0235043 9.06883e-06
         502  -0.0239685  -0.0235052 9.09779e-06
         503  -0.0239716  -0.0235062 9.12683e-06
         504  -0.0239747  -0.0235071 9.15595e-06
         505  -0.0239776   -0.023508 9.18509e-06
         506  -0.0239809   -0.023509 9.21436e-06
         507  -0.0239838  -0.0235099 9.24365e-06
         508  -0.0239871  -0.0235108 9.27307e-06
         509  -0.0239902  -0.0235118 9.30256e-06
         510  -0.0239931  -0.0235127 9.33208e-06
         511  -0.0239961  -0.0235137 9.36163e-06
         512  -0.0239994  -0.0235146 9.39131e-06
         513  -0.0240026  -0.0235156 9.42105e-06
         514  -0.0240055  -0.0235165 9.45083e-06
         515  -0.0240085  -0.0235175 9.48063e-06
         516  -0.0240114  -0.0235184 9.51047e-06
         517  -0.0240149  -0.0235194 9.54042e-06
         518  -0.0240181  -0.0235204 9.57046e-06
         519   -0.024021  -0.0235213 9.60052e-06
         520  -0.0240245  -0.0235223  9.6307e-06
         521  -0.0240275  -0.0235233 9.66091e-06
         522  -0.0240305  -0.0235242 9.69115e-06
         523  -0.0240335  -0.0235252 9.72142e-06
         524  -0.0240365  -0.0235262 9.75172e-06
         525  -0.0240398  -0.0235272  9.7821e-06
         526  -0.0240428  -0.0235281 9.81251e-06
         527  -0.0240456  -0.0235291  9.8429e-06
         528  -0.0240487  -0.0235301 9.87333e-06
         529  -0.0240518  -0.0235311 9.90379e-06
         530  -0.0240548  -0.0235321 9.93428e-06
         531  -0.0240579  -0.0235331 9.96481e-06
         532   -0.024062  -0.0235341 9.99555e-06
         533  -0.0240653  -0.0235351 1.00264e-05
         534  -0.0240684  -0.0235361 1.00572e-05
         535  -0.0240715  -0.0235371 1.00881e-05
         536  -0.0240747  -0.0235381  1.0119e-05
         537  -0.0240778  -0.0235391   1.015e-05
         538  -0.0240809  -0.0235401  1.0181e-05
         539  -0.0240841  -0.0235411  1.0212e-05
         540  -0.0240873  -0.0235421  1.0243e-05
         541  -0.0240904  -0.0235431 1.02741e-05
         542  -0.0240936  -0.0235441 1.03052e-05
         543   -0.024097  -0.0235451 1.03365e-05
         544  -0.0241002  -0.0235462 1.03677e-05
         545  -0.0241035  -0.0235472  1.0399e-05
         546  -0.0241067  -0.0235482 1.04303e-05
         547  -0.0241099  -0.0235492 1.04617e-05
         548  -0.0241131  -0.0235503 1.04931e-05
         549  -0.0241164  -0.0235513 1.05245e-05
         550  -0.0241199  -0.0235523  1.0556e-05
         551  -0.0241234  -0.0235534 1.05876e-05
         552  -0.0241267  -0.0235544 1.06192e-05
         553  -0.0241299  -0.0235554 1.06509e-05
         554  -0.0241332  -0.0235565 1.06826e-05
         555  -0.0241368  -0.0235575 1.07144e-05
         556  -0.0241403  -0.0235586 1.07463e-05
         557  -0.0241437  -0.0235596 1.07782e-05
         558  -0.0241467  -0.0235607 1.08101e-05
         559  -0.0241501  -0.0235617 1.08421e-05
