#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         685     1.27579     1.17325    0.012677
         686     1.27646      1.1734   0.0126594
         687     1.27711     1.17355   0.0126419
         688     1.27773      1.1737   0.0126244
         689     1.27832     1.17386    0.012607
         690     1.27887     1.17401   0.0125896
         691     1.27939     1.17416   0.0125723
         692     1.27988     1.17431   0.0125551
         693     1.28033     1.17447   0.0125379
         694     1.28075     1.17462   0.0125208
         695     1.28113     1.17477   0.0125037
         696     1.28147     1.17493   0.0124867
         697     1.28177     1.17508   0.0124697
         698     1.28204     1.17523   0.0124528
         699     1.28227     1.17539   0.0124359
         700     1.28245     1.17554   0.0124191
         701      1.2826     1.17569   0.0124023
         702      1.2827     1.17584   0.0123856
         703     1.28276       1.176   0.0123689
         704     1.28278     1.17615   0.0123522
         705     1.28276      1.1763   0.0123356
         706      1.2827     1.17645   0.0123191
         707     1.28259      1.1766   0.0123026
         708     1.28245     1.17675   0.0122861
         709     1.28226      1.1769   0.0122697
         710     1.28203     1.17705   0.0122533
         711     1.28176     1.17719    0.012237
         712     1.28144     1.17734   0.0122206
         713     1.28108     1.17749   0.0122044
         714     1.28069     1.17763   0.0121881
         715     1.28025     1.17777   0.0121719
         716     1.27977     1.17792   0.0121558
         717     1.27925     1.17806   0.0121396
         718     1.27869      1.1782   0.0121235
         719     1.27809     1.17834   0.0121075
         720     1.27746     1.17847   0.0120914
         721     1.27678     1.17861   0.0120754
         722     1.27607     1.17875   0.0120595
         723     1.27532     1.17888   0.0120435
         724     1.27453     1.17901   0.0120276
         725     1.27371     1.17914   0.0120117
         726     1.27286     1.17927   0.0119959
         727     1.27197      1.1794   0.0119801
         728     1.27104     1.17952   0.0119643
         729     1.27009     1.17965   0.0119485
         730      1.2691     1.17977   0.0119328
         731     1.26808     1.17989    0.011917
         732     1.26702     1.18001   0.0119014
