#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         566   0.0447079   0.0451226 7.66603e-06
         567   0.0447056   0.0451219 7.68771e-06
         568   0.0447028   0.0451212  7.7095e-06
         569   0.0447006   0.0451204 7.73131e-06
         570   0.0446983   0.0451197 7.75314e-06
         571   0.0446955   0.0451189 7.77507e-06
         572   0.0446932   0.0451182 7.79702e-06
         573   0.0446909   0.0451175 7.81899e-06
         574   0.0446886   0.0451167 7.84098e-06
         575    0.044686    0.045116 7.86304e-06
         576   0.0446837   0.0451152 7.88512e-06
         577   0.0446811   0.0451145 7.90726e-06
         578   0.0446786   0.0451137 7.92946e-06
         579   0.0446762    0.045113 7.95168e-06
         580   0.0446736   0.0451122 7.97397e-06
         581   0.0446713   0.0451114 7.99627e-06
         582   0.0446689   0.0451107  8.0186e-06
         583   0.0446663   0.0451099   8.041e-06
         584   0.0446639   0.0451091 8.06341e-06
         585   0.0446615   0.0451084 8.08585e-06
         586   0.0446589   0.0451076 8.10835e-06
         587   0.0446567   0.0451068 8.13084e-06
         588   0.0446543   0.0451061 8.15335e-06
         589   0.0446519   0.0451053 8.17588e-06
         590   0.0446495   0.0451045 8.19845e-06
         591   0.0446473   0.0451038 8.22099e-06
         592   0.0446451    0.045103 8.24353e-06
         593   0.0446427   0.0451022  8.2661e-06
         594   0.0446402   0.0451014 8.28869e-06
         595   0.0446375   0.0451007 8.31135e-06
         596   0.0446351   0.0450999 8.33403e-06
         597   0.0446326   0.0450991 8.35674e-06
         598   0.0446301   0.0450983 8.37948e-06
         599   0.0446277   0.0450975 8.40225e-06
         600   0.0446249   0.0450967 8.42508e-06
         601   0.0446224   0.0450959 8.44794e-06
         602   0.0446199   0.0450952 8.47083e-06
         603   0.0446174   0.0450944 8.49375e-06
         604   0.0446149   0.0450936  8.5167e-06
         605   0.0446124   0.0450928 8.53968e-06
         606   0.0446099    0.045092 8.56269e-06
         607   0.0446073   0.0450912 8.58573e-06
         608   0.0446048   0.0450904  8.6088e-06
         609    0.044602   0.0450896 8.63194e-06
